filename,sha256,ripemd160
C2_MVP_Structure_v3.1.md,c11c9d94c649457980adeb7459a2b57d732ce8f1fa4ced21c6b59e02d55f1bf1,f0dc9621c2384a20875ed673a4a45f43a7af37f9
C5.2.7_RetrievalIntegrityMetrics_v.july11.25.md,87b63092061292b891440eb8c4188dc98c1dbd81639d276dcdc20297d8eeebfa,48e6d210be2c16d9d5a469883f5cdecdf20cd8f1
C0_PersonalCoreMemory_v3.0.md,7a5984cfe1b72bb288fb9bdcd50c48bbd5c336e6231fce9edc8cc6e47e442a7a,784ed1ec38f99919d1e0ba6019d8d9c93ffd4276
C7.1_StrategistNodeIntegration_v3.1.md,53060a404d79c1186c0d65ee77ce4970add84fbbbfad4bdef9fb34bef7b71f5f,6f658c2bdb6a1be513baa3d3e595e274fa243d1c
C7.0_MultiAgentMemorySync_update_v.july17.25.md,346a9a85c1ededd7d7507126231242005573322f3e377dba7f979589c4b98c81,b45dfd221883c4d125f658b1d91d082575fc3d8f
C1.0_SentinelProtocol_MissionDefinition_v1.0_v3.0.md,c5ecf6ff4fc39e0b85304310329a35b80cf1dda4d0fa0de1199a0b81976ff71f,12b5bd744364717ec8f29432c5d70c7733667d58
C1.1_SIASE_v3.1.md,cf32fae1234c948c4e85e38dbedeb1d9e2af58f6183396ca8ad191a9f47aba4f,c35afd442d334879dfb5554755fb8eda154409d3
.DS_Store,ad7cfc3c5739346409261b87537019b086693fb231901cf97f95704bf29d6694,33a922b594a59abe7d233ef365d76ef76d86025d
C1.3_SNTPTC_PlaceholderTaggingProtocol_v3.1.md,a29d56c1f298a63c5e1a149bceb072d024ba9e2ac4530e78ae9162e627641a1e,f6f713f651feaff12416edf2ffd0dd33e5afd7f2
C0.0.4_IntegrityMode_HaltAndLog_v1.0_v3.0.md,f0ce7f0a5ebff11b5a99b6b8ed766a61ed5406667f3f5b7e9a6850a8a4363554,567ba73821aabf7937072a54fb787ff335e99093
C0.4_ModularStructureGuide_Part1_v1.1_v3.0.md,a62d347906da77b4afc7e1f212c983ccf40cfa450c606a826222e5a01e0c3abe,e365ac051cb42d6e274b728a9a2c58adb4b11fb1
C9.5_ZeroCustodyReproducibilityProtocol_v3.1.md,2d9ff6950e43fd73f32d6cbd7b6757db5b567a2e31d3d490e9efabd9ec0189d9,bc3ccfb3dcf5281cafb57958fd620a2fcd834798
C8.3_CodeExecution_rewired_v_july.13.25.md,2c23fa03da31649646f894969ec7d2809c1d562df06c1c0540d4c9651d155fc6,8e4f62a48e85bb5768fb3c87c8febcfe5fd50bf8
C2.3_MVP_ExecutionRoadmap_v3.1.md,be6aa4ec46c04c2d190481a82ea10c1ddb6d276b2c2c6c30fd3e853e4c44570d,34359dc24ab744e4b61789d1212765eb524ab316
C0.4_ModularStructureGuide_Part2_v3.0.md,06603ace17419e627c2b14ea70fb91de0baae83888073758751539126bdb754c,188f334fa807e7d4f76eb0d59400d369aaa664fa
C0.1_SystemBriefing_LLM2Output_v3.1.md,f588720530a0cddfafb21978a7a42f0c344407ab1c3a8cf56fc9b8f638664133,79b1711361e25bf46c115ee1cc762c7a3882bc0b
C1_CoreProtocols_v3.0.md,1f11342ed38f5918182ad1f9d7b103f52fa87ecc62ee31079f389ed0102dbc67,6952d3752bf4fca3ab67103e6ed62e0488762aa6
C0.0.1_IntegrityMode_Metadata_v1.0_v3.0.md,5348a056f99d0336acca338e9673e7e4b46244257c3b8f4bc6df460de1b5f935,dec31f16226075d23bcfdbcf488d80de83de5a40
C8.5_BatchEvidenceAgreementProtocol_v1.0.md,b985ea1d4070f73eab0a13b0a30ddb6c367df71da2efd2c610bc4a138b1348d0,269b1eac02efdea6104d15a0873e015dcf85711a
C5.2_EthicsFirewall_v3.0.md,247c73fa69835f6aa53b6c2c133d6febd6762f3867bea145b38af8234357d2f1,caef7ebb8b45a9b08296e0c496a75e151f404bea
C0.0.2_IntegrityMode_Activate_v1.0_v3.0.md,fa9efe082713c22f1d4bcc6f114cb625558473f8a23820471f6ccd6277b126a2,05d1b0a5704aa2a24b93701cfaf10eed171fc032
C0.4_ModularStructureGuide_Part3_v1.1_v3.0.md,f11f3c16ead282b9d13bd4204ba54707690291a18def649085907b8ec89b86e0,07c6139c832c72ae848699885979818492cdff5a
