filename,sha256,ripemd160
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVEDD.txt,456fcaa980a17624c20a84113d48a6aeb4c651e36437c4085d6e32059f7d1d38,67dd4ddfe463d91a7c9fd16c303341c320e045db
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_MAPSE_Stratified_MoreThan32Weeks.txt,1a2bbf95ccca720e0347aa13335075f54181bdb0b96646905b099b929713291b,127040a4059d923bd0570edef0046e8f9f27ad3e
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_RVStrain_Stratified_InfantsLessThan32Weeks.txt,de36312ac658d3dde7702f716dcba66918bd1b49e0b456983333a7bec95c9483,67f72cfcc9402d79ab97c4a303fdf61b50762013
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVEF.txt,3c9845605c45d62cc3d6afdd616268b163448628862e95e289d355f3401b2c44,352217f146b7a6c6e6b7c8439f510214fca0f68b
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVePrime.txt,ba36c3f2bec06ce1c221d0865e6bd6ced1bfc654c4ddaad4aa5f655a3677689c,25bd5fa5af24300c63f8a929670a25f1acc130e3
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVFS_Stratified_ChildrenandAdults.txt,65af0a69e5a56f16c3982079181853872736cb9e2b0ad4026d4c97359c96c587,db87ae94fad85d509a88275ee6756cde0b32f137
.DS_Store,d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3,33e5e9cf6ed4682534d6bfc3e1a4a728c094103d
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVSVI_Stratified_LessThan32Weeks.txt,605e115c926d49bd8c1d128b10d2effe7844adf74577b77cad682ccf83d3b31c,12896e07e12cd6461ae08f841323f940ce0e386e
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_LVEF_Stratified_AllMethodssupplementChildrenandAdultsLessThan32Weeks.txt,2b2b4207e84199e50824aad163ecffe2b66cfb89aeecfbb8b8968dd569c5dd07,338316dedfe0afd937df1655c18788470e377db6
AUDIT-EVIDENCE_FUNC_PASS_SentPrtclv2.0_MVP0_ReproducibilityCompletion_v.may19.25_LLM3Output_TAPSE_Stratified_LessThan32Weeks.txt,8ab797b3759472ad918a2a8a5520373433bc441d8f8077ef62fe45fab1cb5a43,d364c2aea737ce423c2f43ca863fca97a52ee757
