filename,sha256,ripemd160
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVPWd_Stratified_LessThan32Weeks.svg,722c6c352b33259f5914ac871f061411038f1b2c13be8e70b101e2491fda2171,462a37956647a84985ddebd89595b70b3a0ee129
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEeRatio_Stratified_ChildrenandAdultsLessThan32Weeks.svg,ef28119fd41a73812984f3de2ee49fa9e06c6b9e4dc3267a0c758be7a3b797af,78d4019df3d5008b35b3bdf7a23eed4c2bb98c3d
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEF_Stratified_LessThan32Weeks.svg,77b28dd08eae78f5ad18e55a57ba99908e1f04bddc3368d7e4dbffc5082ec94b,ef981d032e57a14ee611b14d0cdcb3af585197f4
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_RVsPrime.svg,f997d5c82c4eeb27d30a1e3809b26a0a3c0d32e5ab0ba1312981a0b42cffd133,ce0a11e7cd7b5ca364694dcdd125d01c7afd3bf8
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_RVStrain_Stratified_LessThan32Weeks.svg,b4c39620b956ea2fffdbdb5727b1bbae5ab7faca8dd04579dcd40714baea8875,95b413d3f536057c76c5c2424d1bed7384df3643
.DS_Store,c7ebebb0fccee13e3d9e9992540fe436400c1f056663371c7d5f65eff97b2a69,226b18f9b0e6eba46f4985413ea11fddf45abb37
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVStrain_Stratified_LessThan32Weeks.svg,e9b52324dd8e45030c037e116f525d3f86cb226a5ca7096b8f3bed3d80298693,bd0d980ee27bff18d39eabd2e52c6b630dedffd0
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVsPrime.svg,b0c88d158254eeadf66b3c948bc4b1757912773d4897f19c2c9fde13acbc2caa,d06859b12dc82fd919f4770af43c6acb066e9047
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVLength_Stratified_LessThan32Weeks.svg,62bdcdfef5c49848808d76d67a5877b832217a5fddc898163e9cc96854597c16,4d7ada2d59f7e45deb0decd929181126e817c729
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVePrime_Stratified_ChildrenandAdultsLessThan32Weeks.svg,4a056e0fe6c6e50f76f7f4cc68c9c2d19364c14e7bdf50bbc06d31de393c2ba7,f20b0f3140d8ea12238ac7d8a7bd2382538fe781
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVsPrime_Stratified_LessThan32Weeks.svg,139d714615ebb485b7e078b35700467f643014247113e7a146bc49f2dde9860a,c2784e2a8cc8da201cf4c96c32a66c852fd017a8
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEDVI_Stratified_AdultsLessThan32Weeks.svg,5d6ad91c41d4d5e438364062571143db841f13a86cca7eb5c5f018c8200865c8,7f653b4337d6d32f9ade0833022fc5f0ac00920b
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_TAPSE.svg,0e2acdfba20fe9ccaa1897841df7aaa742f626b613f9c17f2b30f3922ca06335,e19ef3f61f4393d26aa3a60b1d91884c20ca11d8
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_RVsPrime_Stratified_LessThan32Weeks.svg,11e25ac97d04308bccfe97bfa400cc072c904f0fd5331e8053a2456a1c7ff5c5,149b6f2aeeb7fba9ca1b241b99478a5cdc8e165f
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEF_Stratified_ChildrenandAdults.svg,df97ffc23424af9bc14920fbffebafc01228e8a58e00f8ade31f2af14fd820d9,e5cf5a36709e24df5b02dd6d3a02a19bddbb5b6a
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVFSStratified_ChildrenandAdultsLessThan32Weeks.svg,6673ba13447e3a164340074d75e613766f9cebe72b5ffd14f5235dd3efc46615,36b02aed1ec423a7e076a2d2a4342cf6b7d3f460
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEeRatio.svg,1beed7b9a28163dc8589b3e5450de7b4e5de1151e9caf358fd209661aa125902,f2788dc82a80c40d592945eb37dfb41755911e30
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEDVI.svg,08c31375dd5b3f1b25b21b0cde4bf0c7199667edeac88869a3bbdef4a22eb03b,8d940be4b292f1ca2e01f16ea31cd7118fe8a664
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVFS.svg,252a640a0ec245aab0669e3bc965b417d9b0b541bd8fc61fd48e759ba365e2ef,63e04ebd254ac73f601caa98875418008e827207
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEeRatio_Stratified_LessThan32Weeks.svg,ddb19c3540df15b9f50a0c490fcd4deab01255225cfeea9ee2ca24d7a51fb22c,ab48300e8ac5508df9439644c21580793f7382b4
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVSVI.svg,984344cb7786006b7234af212366a0c6c7d25d600317de5ff2431d0bf3c6f4f9,b84b1e5d4b7211e38c8998b4867adb120ad8801e
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEF_Stratified_AllMethodssupplementChildrenandAdults.svg,349fd03121c35bbd0e57c41d90ef2bb735f47af8a2eeb3d2980633c04db5af9b,f094f0e262e2289d3e0c1556de1942488542af1f
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVStrain.svg,07252ceed3b8c8f219d13d250fb9361e3b73e327268ca87059903a84b61a7d63,05047cf27d300aaf3286d9dba2cc0b724c0594bb
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVStrain_Stratified_ChildrenandAdultsLessThan32Weeks.svg,82e6f92b5b5cd4d1a84ae83574b171ff76d6b2adc1ca700f5138e1ec135f0fe7,43a952fd656473c3abc33d9608e857d012581ece
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEDD.svg,4017fb661b37bf484615f4757d229bf86a7c9c1e7273c87198fe0c7253354a39,850cd03c01e7102e97ad4cefbb974567d6c47414
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_RVStrain.svg,ec0a8473c875aa8304efecfef32ce94261e879f27348987869450239a683c23e,a3c0f0353f329a1a35b9386605820996b9626e69
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVLength.svg,d9243539c07ce92711851c3d8c499330f4476fd4ec21097bfdd014c13bcdda09,cdbfe1cd9d844e131082cebebaec7cfb70b726d3
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVsPrime_Stratified_ChildrenandAdults.svg,bda2422146dd52d029eef8bec43eb8ddf9c4fbb9c1fd8bd2d880fffc8e6b5cfb,762d9d5137289dedfa3390a6e7b7529cc72e92fc
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_LVEF_Stratified_AllMethodssupplementChildrenandAdultsLessThan32Weeks.svg,6cdb0733017299f0fa9cb25a5dfd155707a477bb25ffb066da0465debaf5c407,07bed11e46d3d44205006609cac8f8f15104029c
AUDIT-EVIDENCE_FUNC_PASS_MVP0_SESS4_StructuredFigures_SourceVisuals_v.may10.25_RVStrain_Stratified_InfantsLessThan32Weeks.svg,7da458e4d2f012ad4ab342b55e95a39be0a17f99acc51d83f8e529d05528817a,fcdbd55ace6c6c7dc726cc515f57e89f918e7d42
