filename,sha256,ripemd160
AUDIT_FUNC_PASS_duplicate_flag_protocol_LLM1-LLM3-LLM4_v.june8.25.md,459ead67f6a1c93c32c098271301053b1708c26a42792074adda1f2b611d1c1a,33e11d7e50bc70a38785ddaf0992cf64c24763a8
AUDIT_FUNC_FAIL_medline_step8_bnpsearch_humanaudit_LLM1-LLM3-LLM4_v.july1.25.md,b3e9ab31efe3ef893caa931c2760e16b8dc4b79c7221f4736254316b31cbb42c,01e673e424c415b94971c0a87138767cd83f83d7
AUDIT_FUNC_PASS_absolute_field_protocol_LLM1-LLM3-LLM4_v.june8.25.md,f30ff382ba8c38356ff48c24cdaa7642e5f3f89717b871cafade2058e32d84be,50c0b2075c1c8d5071af9c07b0fc9b7a7f7b47f2
AUDIT_FUNC_PASS_medline_step6_searchopt_humanaudit_LLM1-LLM3-LLM4_v.june15.25.md,db09bf5932e26c2bb49b2f7e9fee3a43d2ea3cbaf50cc7cac52e3302d9532ba4,c40edb8e48156c6f82445a6186767d6df9d6855f
AUDIT_FUNC_PASS_medline_step7_searchexecuted_humanaudit_LLM1-LLM3-LLM4_v.june24.25.md,0f75a8f0524b2db1e2bd21233450cdfd4d7b8c368034274fa7a4357f3b81634f,c5e201655f6111ae39c608cc4ba13713e154405b
AUDIT_FUNC_PASS_csv_master_split_integrity_LLM1-LLM2_v.july2.25.md,fccc201b76aa39a4e84b8b5dc64cf06cb4d9fa9a1a8484d539ae98c861069f34,a74a790cbc7a63e9dd02fa0a79756ee6c8eb5bd7
AUDIT-EVIDENCE_FUNC_META_CrossCheck_InclusionAudit_MVP2.5_v.july13.25.md,2c90da085294301af10085118c3d607877eca637b4f1a7b5a60a4698b717a53a,fa808db9f2e4fff5a41f155a1b7d69ca0a1643e5
AUDIT_FUNC_PASS_medline_step3_searchopt_humanaudit_LLM1-LLM3-LLM4_v.june15.25.md,111eb4b8290357e1bacac9ca9c13314f53c36eb6bb124529bf9f0a7b552c6675,1b071659a139c9323d2a2e84f87cec5d0cbd5e43
AUDIT_FUNC_PASS_csv2md_integritycheck_LLM1_v.july2.25.md,5a675195fa45835f635778d4be49377104eb6789e7c7c79a3979907a6e77654b,961dba6bf228e42cb3e748057e005dfa81f435b9
AUDIT_FUNC_PASS_inclusioncriteria_step3_humanaudit_LLM1-LLM3-LLM4_v.june2.25.md,161c72cce36b46bfd0980b15de81788b5301076e24956295e6cfe2b5976e6853,533329cf4314d0108b4fb7b23d9ed11f204a3783
AUDIT_FUNC_PASS_protocolgen_step4_humanaudit_LLM1-LLM3-LLM4_v.june18.25.md,62c4fc7594ef9e81ce276f7199a69c1e3c1faefde70ab88385cd1be9e5c0bc79,99639fb62bb751c0b98ec9ed7d4db12b20ba42cb
AUDIT_FUNC_PASS_disagreement_LLM3_fail_LLM4_pass_summary_v.june9.25.md,97ef8c317eef29d3ee87f6dc11988fe847a18da9144943d9f3813f759d26786b,54727f865785d0925514e91dfa921e00b2ac3dc5
